name	id	family	variation	instrumentalists
Electro-Theremin	/m/01788p	Theremin		Mike Love
Hyoshigi	/m/0251r3			
Luren	/m/027vxcg			
Tambori	/m/02xbfd6			
Hammond organ	/m/03gvt	Electronic organ		Joe Doria,Melvin Rhyne,John Hermann,Andy Tillison,Booker T. Jones,Wojciech Karolak,John Medeski,George Harrison,Sly Stone,Greg Wells,Joey DeFrancesco,Jeff Fatt,Dennis DeYoung,Richard Wright,Robert Walter,Ethel Smith,Twinkie Clark,Leon Russell,Spooner Oldham,Phil Madeira,Greg Graffin,Bruce Mackinnon,Wayne Horvitz,Stefan Lessard,Charlie Gillingham,Dave Sinclair,Chester Thompson,Morgan Fisher,Carson Whitsett,Baby Face Willette,Paul Shaffer,Thijs van Leer,Nick Larkins,Jack Bruce,Christine McVie,Marián Varga,Spider Webb,Goldie McJohn,Eddie Layton,Dave Greenfield,Bruce Robb,T Lavitz,Paul Wagnberg,Ray Manzarek,Jay Darlington,Jimmy Smith,Atsuko Hashimoto,Fats Waller,Eric Malmberg,Vincent Crane,Roy Phillips,Wild Bill Davis,Walter Wanderley,Count Basie,Billy Powell,Shooter Jennings,Jeff Muendel,Lionel Hampton,Bill Payne,Don Pullen,James Brown,Page McConnell,Lee Michaels,John Miles,Billy Joel,Klaus Wunderlich,Mick Talbot,Dizzy Reed,Kenneth Hughes,Derek Sherinian,John Hondorp,Rob Collins,Brent Mydland,Felix Cavaliere,Edward F. Cox,Mike Mills,Vinyl Candy,Low Stars,Lonnie Jordan,Rhoda Scott,Steve Walsh,Dr. John,Jack McDuff,Jimmy Greenspoon,Gregory Hillman,Barbara Dennerlein,Justin Hawkins,Milt Buckner,Charles Earland,Jon Lord,Gregg Rolie,John Patton,Mike Carr,Art Neville,Korla Pandit,Laza Ristovski,Pete Mazich,Alan Hawkshaw,Guy Fletcher,Alan Price,Sun Ra,Tony Carey,John Lennon,Ed Lincoln,Elton John,Vince Welnick,Prince,Joe Krown,Earl Grant,Rick Wakeman,Boom Gaspar,Jonny Greenwood,Merl Saunders,Jimmy McGriff,Natalie Merchant,Mike Scott,Steve Winwood,Charles Hodges,Tony Banks,Georgie Fame,Jools Holland,Freddie Roach,Bo Hansson,Mitchell Froom,Bruno Marini,Richard Holmes,Garth Hudson,Butch Walker,Rami Jaffee,Nick Cave,Tom Scholz,Dave Greenslade,Rick Allen,Stevie Wonder,Chris Geddes,Tom Constanten,Vangelis,Duncan MacKay,Isaac Hayes,D'Angelo,Larry Goldings,Jonathan Batiste,Billy Preston,Shirley Scott,Eddie Landsberg,Pete Bardens,Tony Kaye,Neal Doughty,Ken Hensley,Jerry Burke,Adam Scone,Ryo Okumoto,Keith Emerson,John Bundrick,Milt Herth,Danny Federici,Jesse Crawford,John Mayall,Bernie Worrell,James Taylor,Russ Morgan,Arjen Anthony Lucassen,Lenny Dee,Money Mark,Matthew Fisher,Lonnie Smith,Isaiah Ikey Owens,David Bowie,Freddie Mercury,Kyle Hollingsworth,Don Airey,Benmont Tench,Emm Gryner,Bill Doggett,Les Fradkin,Brian Auger,Reuben Wilson,Charles Kynard,Gregg Allman,Ken Griffin,Gunnar Mathias Michaeli,Bruce Katz,Earl Van Dyke,Rod Argent,Matt Rollings,Tori Amos,Don Paterson,Lars Nedland,Hank Marr,Reese wynans,Larry Young,John Paul Jones,John Evan,Ena Baga,Tomas Bodin,Marco Benevento,Goran Karan,Al Kooper,Robert Smith,Bradley Joseph
Cajón	/m/02_7fj			John Humphrey,Arturo "Zambo" Cavero,Leon Mobley
Sudrophone	/m/02w_bw1			
Panharmonicon	/m/03j16l			
Kazoo	/m/0l14st	Other instruments		
Shekere	/m/0l15ld	Rattle		
Ceterone	/m/0gj354			
Sopila	/m/0bjsvq			
Yangqin	/m/036tl_	Struck string instruments		Lisa Gerrard
Khin	/m/02w_6w4			
Sarinda	/m/06ckl7	Bowed string instruments		
Gaita transmontana	/m/05zw7c1	Bagpipes		
Binzasara	/m/05zyd45			
Saung	/m/067273	Plucked string instrument		
Biniou	/m/01kn43	Bagpipes		
Diplica	/m/0279tnb			
Clarinet	/m/01wy6	Woodwind instrument	Soprano clarinet,Basset-horn,E-flat clarinet,Basset clarinet,Bass clarinet,Reclam de xeremies,Octocontrabass clarinet,Piccolo clarinet,Contra-alto clarinet,Contrabass clarinet,Alto clarinet,Chalumeau,Sopranino clarinet	Happy Caldwell,Ramon Carranza,Ted Lewis,Wally Fawkes,James Morrison,Leo Green,Guy Picciotto,Mort Weiss,Tony Coe,Walter Boeykens,Mezz Mezzrow,Milenko Stefanović,Phil Woods,Tuomas Holopainen,Imogen Heap,Einar Aaron Swan,Buddy Arnold,Rahsaan Roland Kirk,John Doheny,Fess Williams,Karel Krautgartner,Tony Scott,Ron Dembo,Hyacinthe Klosé,Victor Goines,Louis Nelson Deslile,Antony Pay,John Linnell,Bill Smith,Buster Bailey,Lloyd Arntzen,Jane Monheit,Don Cunningham,Harold Wright,Budd Johnson,Brian Locking,Dan Block,Louis Sclavis,Tracy Chapman,Evan Christopher,Anat Cohen,Alfred Harth,David Murray,Bobby McFerrin,Jean-Luc Ponty,David Shifrin,Theo Jörgensmann,Matthew Bellamy,Andre Di Cioccio,Anton Stadler,Alix Combelle,Chris Biscoe,Anthony Braxton,Michel Portal,Walter Parazaider,Georgie Auld,Monty Sunshine,Bob Helm,Woody Herman,Hal McKusick,Paquito D'Rivera,Ringo Starr,Hayden Chisholm,Alison Turriff,Andy Biskin,Bridget Wishart,Peanuts Hucko,Jimmie Noone,Mike Osborne,Mark Simpson,Eddie Barefield,Ken Peplowski,Jimmy Hamilton,Klaus Doldinger,Butch Thompson,Mikael Wiehe,Nick Drake,Bud Freeman,Stanley Drucker,Oliver Weindling,Antti Sarpila,Matt Lavelle,Walt Levinsky,Johnny Hodges,Sabine Meyer,Lenny Hambro,Harry Shields,Chris Martin,Hans Deinzer,Thomas Van Duyne,Danny Moss,Johnny Dankworth,Cliff Townshend,Karl Leister,Perry Robinson,Gerry Mulligan,伊藤賢治,Graham Coxon,Chris Connor,Gabriele Mirabassi,Paul Meyer,John LaPorta,John Harle,Gail Ann Dorsey,Nathaniel Shilkret,Debbie Harry,Alan Ray Hacker,Tim Hodgkinson,Tony Parenti,S. Frederick Starr,Shahram Solati,Buddy DeFranco,Emile Barnes,Leon "Pee Wee" Whittaker,Alcide Nunez,Thomas Piercy,David Weber,Joe Lovano,Alan Barnes,Hamiet Bluiett,James Campbell,Jack Lawrence,Albert Burbank,Gussie Mueller,Joe Darensbourg,Ante Grgin,Pentaphobe,Charles Neidich,Prince Lasha,Irving Gertz,Mike Burney,Joe Maneri,Michael Moore,Keziah Jones,Flavor Flav,Marcus Miller,Artie Shaw,Sandy Brown, Jazz musician,Russell Harlow,Louis Jordan,Phil Nimmons,James Carter,Tobias Delius,Larry Shields,Arne Domnérus,Jesper Thilo,Kassi Kennedy,Benny Goodman,Putte Wickman,Evan Ziporyn,Michael White,Bernard Walton,Barney Bigard,Gerd Dudek,Bob Wilber,Jeff Coffin,A. R. Rahman,Patrick Keeler,Stan Getz,Wilbur Sweatman,Omer Simeon,Paul Dunmall,Richard Stoltzman,Bright,Pee Wee Russell,Jakko Jakszyk,Sidney Bechet,Emil Mangelsdorff,Benny Carter,Sergey Letov,Stan McDonald,Gervase de Peyer,Gunter Hampel,John Barnes,Alan Wakeman,Ernie Watts,Thea King,German Goldenshteyn,Derek Bermel,Billy Joel,Jay-Jay Johanson,Chris Speed,Doug Ostgard,Julian Egerton,Buddy Featherstonhaugh,Buddy Tate,John Casimir,Captain Beefheart & His Magic Band,William Butler,Alain Johannes,Ryan Shore,Lester Young,Tom Scott,Bass clarinet,Daniel Carter,Eddie Daniels,Randolph Colville,Herbie Fields,Joe Marsala,Elliott Smith,Nathan Davis,Gary Wheat,Frederick Thurston,Emma Johnson,Gary Bartz,Patrick Monahan,Willie Humphrey,Jack Brymer,Ken Vandermark,Edward Palanker,Charlotte Wessels,John Williams,Mustafa Kandirali,Bert Kaempfert,Acker Bilk,Han Bennink,Lou Marini,Leslie Craven,Chico Freeman,Patti Smith,Don Byron,Louise Mandrell,Urs Bühler,Rod Cless,Charles Draper,Courtney Pine,Pete Fountain,Heinie Beau,Jimmy Dorsey,Pete Allen,David Arnold,John Carter,Rivers Cuomo,George Adams,Alfred Gallodoro,Christof May,Art Pepper,David Campbell,Karel Kovařovic,Harrison Birtwistle,Howard Klug,Irving Fazola,Giora Feidman,Peter Brötzmann,Jimmy Giuffre,Jean-Christian Michel,Eric Dolphy,Jim Conti,Kenny Davern,Muhal Richard Abrams,Edmond Hall,Bruno Brun,Dino Soldo,David Krakauer,Woody Allen,Reginald Kell,Pud Brown,Harry Roy,Ricardo Morales,George A. Borgman,Alvils Altmanis,Heitor Villa-Lobos,Ravi Coltrane,Catherine Delaunay,Alvin Batiste,Steve Morse,Edward Wilkerson,Harry Carney,Tom Lowe,Ernie Caceres,Stephan Vermeersch,Benjamín Brea,Tommy Douglas,Claude Luter,George Lewis,Eli Eban,Ned Rothenberg,Rolf Billberg,Cory Pesaturo,Andrew Marriner,Johnny Dodds,Matty Matlock,Buddy Collette,Kinan Azmeh,Bill Douglas,Dink Johnson,Sam Rivers,Don Murray,Kanako Hoshino,Paul Desmond
Classical guitar	/m/01rhl	Plucked string instrument,Guitar	Nylon string guitar,Twelve string guitar,Eleven-string alto guitar,Six-string alto guitar,Steel-string acoustic guitar	Samuel Umberto Romano,Charles Ramirez,John Zwetsloot,Patricio Manns,Fabrizio De André,Kyle Gass,Behzad Mirkhani,Wax Mannequin,José González,Julian Bream,Tim Scott,The Romeros,Florian Opahle,Michael Johnson,Isabel Parra,Gabby Pahinui,Kobol,Sergio Assad,Jorane,Mason Williams,Víctor Jara,Ray Lynch,Mauro Giuliani,Ahmet Kanneci,Squarepusher,Gilles Beaudoin,Per-Olov Kindgren,Chicane,Brent Mason,Strunz & Farah
Hurdy gurdy	/m/014zz1	String instrument		Ritchie Blackmore,Brian McNeill,Brendan Perry,Régine Chassagne,Jimmy Page
Kus	/m/027xhwm			
Chitarra battente	/m/0f00y0	Struck string instruments		
Table steel guitar	/m/0chwwq			
Saxhorn	/m/06ndp	Brass instrument		
Raganella	/m/0gspw2			
Tanbur	/m/06s3yl	Plucked string instrument		Ilyas Malayev,Orhan Gencebay,Tanburi Cemil Bey
Leslie Guitar	/m/096k0c1			
Rythym Guitar	/m/05t2hjn			All Time Low,Angeles
Messiah Stradivarius	/m/05_hk1	Violin		
Octofone	/m/05mx68s			
Dayereh	/m/066dxc			
Triadex Muse	/m/05gls5			
Musette de cour	/m/0c2nxw	Bagpipes		
Luntang	/m/0drg0s			
Jawbone	/m/02l02r			
Pepa	/m/02rbjm3			
Croix Sonore	/m/0g1mg_			
Dhime	/m/0gp2m0			
Casiotone	/m/041g59			Elvis Costello
Tonbak	/m/04gxxd	Drum,Percussion		Arjang Kamkar,Bijan Kamkar
Gretsch 6120	/m/04f_l4			
Vocal harmony	/m/04n5qw7			Low Stars
Voice	/m/04swrk3			Steve Earle,Bert Jerred
Roland JP-8000	/m/050z1g			
Duport Stradivarius	/m/01zqx5			Mstislav Rostropovich
Silent piano	/m/025tgyn	Piano		
Chacha	/m/0l15dc	Rattle		
Gong	/m/0l155d	Gongs	chiêng/la	
Washtub bass	/m/0l14m5	Other string instruments		
       Bells	/m/0l14p3	Tuned Percussion	Handbells,Cowbell,Tubular bells,Carillon,Gankogui	
Concheros string instruments	/m/05sxvqc			
Khol	/m/03j_r_			
Esterilla	/m/02xh5g			
Huqin	/m/0l14_b		Jing Hú,Èrhú,Kokyu,Gehu,Đàn nhị,Zhonghu,Morin khuur / Matouqin,Banhu / Banghu,Cizhonghu	
Singular reed	/m/0l14x3	Reeds		Mariss Jansons
Resheto	/m/03m587s			
Xindi	/m/02qw3lb			
Appalachian dulcimer	/m/02g9p4	Zither		Love Spirals Downwards,Joe Pisapia,Micah Saul,Brian Jones,Chris Bathgate,Claudia Schmidt,Kaitlyn ni Donovan,Dromedary,Rich Mullins,Vivian Campbell,Dave Cousins,Space Mandino,Joni Mitchell,Terry Tufts,Mike Seeger,Cyndi Lauper,Melora Creager,Martin Carthy,Meg Baird,Jimmy Page,Jean Ritchie,Marissa Nadler,Heather Dale,Frank Proffitt
Triple contrabass viol	/m/0281f55	Double bass		
Bandoneón	/m/01drwh	Accordion,Concertina		Ástor Piazzolla,David Hodges,Ryota Komatsu
Slide guitar	/m/06w7v			Jimmy McCulloch,Cletis Carr,Doyle Bramhall II,Dave Hole,Jack White,Brian Jones,Johnny Shines,Andrew Latimer,JB Hutto,Sonny Landreth,Gary Rossington,Steve Gaines,Roy Rogers,Debashish Bhattacharya,Mark Sandman,Willy DeVille,Dino DiMuro,Son House,David Byrne,Ben Harper,Syd Barrett,Rickey Medlocke,Jimmy Page,Lowell George,Micky Moody,Muddy Waters,Mississippi Fred McDowell,Greig Nori,John Lennon,Charlie Patton,Steve Howe,Paul Personne,Randy Crouch,Rod Price,Daniel Lanois,Don Felder,Matthew Bellamy,Jason White,Warren Haynes,Steve Hackett,Chris Rea,Gaztation,Ellen McIlwaine,Eric Clapton,伍佰,Billy Gibbons,Stefan Lessard,Blind Willie Johnson,David Gilmour,Tony Furtado,Dennis Robbins,Robby Krieger,Mike Campbell,Robert Wachtel,Robert Johnson,Harry Manx,Sylvester Weaver,Jonny Buckland,Alan Wilson,George Harrison,Johnny Winter,Gaston Gagnon,Earl Hooker,Lee Roy Parnell,Ron Wood,Beck,Rory Gallagher,Bonnie Raitt,Lindsey Buckingham,Ry Cooder,Bob Brozman,Dean DeLeo,Homesick James,Kokomo Arnold,John Butler,Mick Taylor,Xavier Rudd,Robert Lee McCollum,Hughie Thomasson,Johnny Depp,Kelly Joe Phelps,Jeremy Spencer,Derek Trucks,Ted Turner,Nils Lofgren,Joe Walsh,Peter Wells,Seasick Steve,Duane Allman,Delaney Bramlett,Will Ray,Terry Tufts,Bob Log III,Elmore James,Keith Richards,Ed King,Stone Gossard,Jesse Ed Davis,George Thorogood,Leo Kottke,Duane Roland,Luther Dickinson,Black Ace,Bukka White
Đàn tranh	/m/0b8639	Plucked string instrument		
Bipa	/m/02qzg39			
Korg Polysix	/m/0bd21m			
Tuhu	/m/0blm4f			
Rudra veena	/m/09dkqy	Plucked string instrument,Sitar		László Hortobágyi
Mijwiz	/m/02yvsx			
Technics SL-1210M5G	/m/09tbcnc			DJ Dain
RMI 368 Electra-Piano and Harpsichord	/m/0cth8n	Electronic piano		
Dan Trung and Dan Klom-put	/m/0l1597	Xylophone		
descant recorder	/m/0fpdd2s	Recorder		
Jing Hú	/m/0l14_l	Huqin		
Frame drum	/m/0fftmq			Azam Ali
saó ôi flute	/m/0l15b7	Other flutes		
Tabla	/m/01p970	Percussion,Drum		Keshav Sathe,Vasantrao Deshpande,Habib Qaderi,Chatur Lal,Himesh Reshammiya,Adam Rudolph,Kumar Sanu,Warrick Sony,Oleg Fesov,Jeff Burrows,Alain Johannes,Kishan Maharaj,Naim Popal,Zakir Hussain,Kumar Bose,Hamid Drake,Ustad Mohammad Hashem Cheshti,Hossam Ramzy,Ustad Allah Rakha,Viram Jasani,Rahat Fateh Ali Khan,Nasrat Parsa,Nusrat Fateh Ali Khan
Gibson SG	/m/01jyd4			Angus Young
1/4 cello	/m/0fpfczv	Violoncello		
Citole	/m/07v1rh			
Tumbi	/m/08sp7z			
Gravikord	/m/06mhxz	Plucked string instrument		
Cornu	/m/070dtc			
Saw duang	/m/0407y1q			
Ranat ek	/m/0407xvv	Xylophone		
Thavil	/m/044ztw			
JEM777	/m/05sqb3m	Ibanez JEM		
Svirel	/m/05f6j3y			
Launeddas	/m/03p9k2			
Galgo	/m/03cz_yl			
Udukai	/m/03b_11j			
Hammered dulcimer	/m/03ndd	Struck string instruments		Ian Tamblyn,Joemy Wilson,Evan Carawan,Simon Nicol,Shivkumar Sharma,Maggie Sansone,Enya,Jim Couza,Billy Bennington,Steven Tyler,Azam Ali,Chet Parker,Basia Bulat,Malcolm Dalglish,Mitzie Collins,Paul Van Arsdale,Russell Cook,Mark Alan Wade,Matthew Abelson,Richard Thompson,Tarun Bhattacharya,David Mahler,Bill Spence,John Rea,Chris Funk,Geoff Smith,Brenda Hunter,Dana Hamilton,Guy Carawan,Sue Harris,Dan Landrum,Lisa Gerrard,Steven Wilson,Neil Peart,Kate Price,Heather Dale,Steve Hogarth,Sam Rizzetta,John McCutcheon,Rich Mullins,Randy Marchany,Rahul Sharma,Jimmy Cooper,Blue Man Group
Kèn đám ma	/m/02z0g11			
Huqin	/m/07csrf	Bowed string instruments		
Chelys	/m/07k5by			
garklein	/m/0fpdd1x	Recorder		
Cádiz Stradivarius	/m/0g6fpj	Violin		
Korg MS-2000B	/m/08pc3_			
Rhaita	/m/08zyl3			
Rhythmicon	/m/08mhqq			
Glockenspiel	/m/0dwtp	Tuned percussion,Tuned Percussion		Jonny Greenwood,Nellie McKay,Matthew J. Tow,Nick Jonas,Chad Butler,Lily Allen,Kevin Devine,Gordon Moakes,Beck,Yanka Dyagileva,Stoney,Andrew Bird,Jenny Conlee,William Butler,Elvis Costello
Madal	/m/0l14xk	Drum		
Lyre	/m/0l108	Plucked string instrument	Kithara	Steve Morse
Fipple	/m/02jn1z	Woodwind instrument		
Luthéal	/m/02vkdd_			
Chromatic button accordion	/m/070kjg			
Portative organ	/m/074wxh	Pipe organ		
Steel guitar	/m/06w87			Norm Hamlet,Johnny Paycheck,Bill Keith,Bukka White,Kid Rock,Steve Kimock,Bashful Brother Oswald,Cliff Carlisle,Joe Walsh,Jimmy Page,Gabby Pahinui,Buck Trent,Barry Sless,Bob Dunn,Leon McAuliffe,AJ McLean,Bill Barth,Drifting Cowboys
Sopranino clarinet	/m/0bh2my	Clarinet		
Daguangxian	/m/026y257			
Crwth	/m/019y2n	Bowed string instruments		
Great Highland Bagpipe	/m/01kmvc	Bagpipes		Jack Churchill,Bill Millin,Martyn Bennett,Donald MacLeod,Gordon Duncan,Lindsay Davidson,Jori Chisholm,Margaret Dunn,Julie Fowlis,Mark Saul,Bon Scott,Jonathan Davis,Harry Aubrey de Maclean,Jack Lee,Eric Rigler,Michael Dalton,Fred Morrison
Bazantar	/m/0dmc88	Bowed string instruments		
Banjolin	/m/05ttkn			
ARP 2600	/m/05mnd4			
Matepe	/m/051vxcm			
Acoustic guitar	/m/042v_gx	Guitar,Plucked string instrument	Asaph Music	Adrianne Leon,Bo Bice,Denis Parker,Faron Young,Ari Herstand,Rodney Atkins,Chris Bathgate,Jim Ed Brown,Joshua Radin,Zé Ramalho,Roger Meddows-Taylor,Dan Auerbach,Alan Doyle,James House,Mathieu Soucy,Ricky Lynn Gregg,Sebastian,Mick Quinn,John Anderson,Emily Osment,George Winston,God's Child,Rab Townsend,Kazuya Kamenashi,Simon Le Bon,Eric Heatherly,Jennifer Nettles,Corrinne May,Jackie Floyd,Angeles,Dave Brock,Arjen Anthony Lucassen,Ray Scott,Mike Gordon,Peter Watts,Billy Sheehan,Dennis Linde,Luke Munns,Doug Ingle,Maurice Gibb,Amy Ray,T. Texas Tyler,Tracy Bonham,Peter Hughes,Georges Brassens,Bill Carlisle,Steve Wariner,Mark Walk,Christian Rudder,Porter Wagoner,Sérgio Britto,Carolyn Dawn Johnson,Björn Ulvaeus,Bryon Turcotte,Meinir Gwilym,Séan McCann,Marty Raybon,Terry Tufts,Marty Sampson,Miladin Šobić,Lila McCann,Neil Harrison,Tim Wilson,Martyn Joseph,John Ford,Julean Rai,Benoît David,Keeley Davis,Avril Lavigne,Red Foley,Richie McDonald,Diana Anaid,Mac MacLeod,Larry Coryell,Kristen Hall,Peavy Wagner,Zélia Duncan,Mariusz Duda,Garolou,Emily Saliers,Jeff Baxter,Dale Stewart,Aaron Tippin,Joe Brown,Mansour Seck,David Lee Murphy,Darryl Worley,Lisa Miskovsky,Vic Chesnutt,Ernest Tubb,Findlay Napier,Erik Mongrain,Adrian Pisarello,Emma Roberts,Falco,Mariee Sioux,Jill Cohn,Angie Nussey,Lori McKenna,Gary Nichols,Billy Joe Royal,Tracy Lawrence,Rory MacDonald,Tony Bellotto,Joseph G. Williams,Becca Barlow,Branco Mello,Karl E. H. Seigfried,Donnie Munro,Marc Broude,Billy Joe Shaver,Low Stars,Merle Kilgore,Greg Laswell,Craig Morgan,Trent Tomlinson,Gary Allan,Steve Azar,Ladyhawke,Martin Carthy,Hawkshaw Hawkins,Chad Urmston,K-os,Phil Wickham,Catherine Porter,Dave Grohl,Until June,Johnny Paycheck,Tim Scott,Alexa Wilkinson,Bobby Lord,Arnaldo Antunes,Louis Eliot,Rosalie Sorrels,Kyle Gass,Paulo Miklos,Dave Alvin,Rockie Lynne,Shooter Jennings,Mikkey Dee,Leilujh,Freddy Weller,Daniel Balavoine,M2M,Mitch Weissman,Marcel Chagnon,James Bonamy,Toto Cutugno,Joe Walsh,Billy Ray Cyrus,Michael Peterson,Melody Gardot,Goran Karan,Billy Walker,Davetta Sherwood,Tristan Prettyman,Jermaine Paul,Kate Miller-Heidke,Brenn Hill,Caetano Veloso,Jon Micah Sumrall,Tex Ritter,Jerry Jeff Walker,Kelly Joe Phelps,Rick Nowels,Zeca Baleiro,Deryl Dodd,David Lindley,Leon McAuliffe,Emmerson Nogueira,Trent Willmon,R.W. Hampton,Kevin Denney,Torrey Salter,Keith Urban,Get Cape. Wear Cape. Fly,Gary LeVox,Steve Forrest,Gaston Gagnon,Joe 90,Joel Houston,Carson Robison,Claus Lessmann,Josué & Trópico Suemba,Kate Campbell,Tex Williams,Brad Paisley,Soozie Tyrell,David Thomas Broughton,Senmuth,Rod Clements,Deirdre Flint,Smiley Burnette,Pat Wictor,Ciro Pessoa,Lisa Mitchell,Gretchen Wilson,Nando Reis,Kae sun,Chrigel Glanzmann,Yannis Spathas,Declan O'Rourke,Kathryn Williams,Fabrizio De André,Miley Cyrus,Samuel Umberto Romano,Zee Avi,Matt Odmark,Bob Dylan,Marc Antoine,Dougie Poynter,Mac McAnally,Fearless Fradkin,John Renbourn,Brian Fechino,Michel Lalonde,Adam Leonard,Luke Bryan,John Williamson,Ahmad Zahir,Tyler Hilton,Doug Supernaw,Kristian Bush,Brad Corrigan,Michael Johnson,Jamey Johnson,Faramarz Aslani,Pat McGee,André Geraissati,Brent Mason,Marcelo Fromer,Gilles Beaudoin,Piotr Tomaszewski,Redding,Mary Chapin Carpenter,Tachibana Kent,Nanci Griffith,Paul Worley,Şebnem Ferah,B.E. Taylor,Mark Schultz,Marcello Capra,Johnny Alegre,Eddy Arnold,Chris Seefried,Beeb Birtles,Josh Ritter,John Farnham,Eureka,Robin Mark,Ian Stuart Donaldson,Geddy Lee,Amy Honey,Grant-Lee Phillips,Grandpa Jones,Cowboy Copas,Gabe Mantle,Dan Andriano,Ramon Goose,Gregory Douglass,George Jones,Jimmy Wakely,John Berry,Andy Griggs,Yuri Shevchuk,David Catlin-Birch,Kris Allen,Jimmy C. Newman,Prince,Mark Elliott,Alan Jackson,Brie Larson,Gonzaguinha,Jimmie Rodgers,Rob Hyman,Mark Owen
Fender Precision Bass	/m/048j4l	Bass guitar		Colin Greenwood,Mike Dirnt,John Paul Jones,Roger Glover,Gabe Saporta,John Wetton & Geoffrey Downes,Markus Grosskopf,Andy Rourke,Jimmy Eat World,Aimee Mann,Gordon Moakes,Simon Raymonde,Chuck Rainey,Tina Weymouth,Jason McCaslin,Jean-Jacques Burnel,New Found Glory,Simon Gallup,Toshiya,Rocco Prestia,David Desrosiers,Bill Black,Peter Wentz,Nate Newton,Jason Newsted,Nick Oliveri,Dav Pilkey,Duff McKagan,Alex James,James Jamerson,Chi Cheng,Jeff Ament,Paul Jackson,Andy McCluskey,Chris Barker,Nick Simper,Atreyu,Garry Williams Beers,Greg Kriesel,Gary Jarman,Ray Shulman,Noel Redding,Pino Palladino,Robert Hardy,Mike Oldfield,Michael Taylor,Byron Stroud,Michael Davis,Ron McGovney,Guy Maddison,Scott Shriner,Steve Hardy,Michael Steele,C. J. Ramone,Stuart Zender,John Lodge,Adam Clayton,Paul Simonon,Jeordie White,John Entwistle,Mike Mills,Danny Miranda,Dusty Hill,Bernard Edwards,Bruce Foxton,Mikey Welsh,Brent Harding,Joseph LaBracio,Eric Judy,Cliff Williams,Phil Lynott,Jet Harris,Monk Montgomery,Randy Bradbury,Steve Hanley,Mike Howlett,Guy Berryman,Diego González,Nick Fyffe,Jay Bentley,Peter Mosely,Daniel Schaefer,Mige Amour,Kim Gordon,Steve Rodby,Nate Mendel,Dougie Poynter,Gerry McAvoy,Matt Freeman,Shifty Henry,Jah Wobble,Dee Dee Ramone,John Maurer,Geezer Butler,Matt Wachter,Cliff Burton,Peter Hook,Glen Matlock,Kelly LeMieux,Nicky Wire,Melissa Auf der Maur,John Deacon,Howie Epstein,Sid Vicious,Derek Forbes,Trent Reznor,Michael Madden,Brian Wilson,Demis Roussos,Rick Danko,Guy Pratt,Steve Harris,Mark Hoppus,Roger Waters,Sting,Chris Joannou,Billy Sheehan,Scott Thunes,Kim Deal,Corpus Delicti,Ginger Reyes,Kenneth Hughes
Kangling	/m/09ssq9			
Nail violin	/m/080wtf	Idiophone		
Roman tuba	/m/08twmd	Brass instrument		
Rebab	/m/063q89	Bowed string instruments		
Portuguese guitar	/m/05gl29	Plucked string instrument,Guitar		Maria Severa Onofriana
Stabule	/m/03wg307			
Tenor Sarrusophone	/m/09h2rl	Sarrusophone		
Lyra	/m/05mt90y			Thanassis Skordalos
Barbat	/m/09nk3l	Plucked string instrument		Arsalan Kamkar
Reed organ	/m/05twp_	Organ		Jim Copp and Ed Brown,Oliver Chapoy,Kendra Smith
Violino piccolo	/m/05zbtk			
Seni rebab	/m/0642xt3			
Yamaha GX1	/m/06dx7s			
Swarmandel	/m/05862r			George Harrison
Kithara	/m/050ywl	Lyre		
Galician gaita	/m/01kn5n	Bagpipes		
Purdue Big Bass Drum	/m/026lzbx			
Taiko	/m/0l15kp	Drum		
Zhu	/m/03d8fgv	Plucked string instrument		
Livenka	/m/04jvb1			
Tamburitza	/m/04n4l9	Plucked string instrument		Debbie Harry,L. Shankar,Andy Bell
Amadinda	/m/05zykjq			
Ney	/m/03c1jyw			
Monochord	/m/02gzhd	Plucked string instrument		
Pedal steel guitar	/m/02k84w	Electric guitar		Buddy Emmons,Nils Lofgren,Joe Perry,Bobby Lee,Ron Wood,Larry Campbell,Jon Graboff,Jimmy Page,Randy Crouch,Alvino Rey,Buddy Cage,Nick Zala,Robert Randolph & The Family Band,John Hughey,Barry Sless,Ton Masseurs,Daniel Lanois,Mike Mogis,John McFee,Paul Franklin,Ernie Ball,B. J. Cole,David Immerglück,Bernie Leadon,Dale Murray,Red Rhodes,Jeff Newman,Susan Alcorn,Lloyd Maines,Pete Drake,Speedy West,David Mansfield,Baby Gramps,Jerry Garcia,Mark Collins,Ben Keith,Don Felder,Steven Dorocke,Sneaky Pete Kleinow
Barrel piano	/m/0cf2dy	Piano		
Kulintang a Tiniok	/m/0drd18			
Đàn gáo	/m/0bh4yg	Bowed string instruments		
DigiTech RP200A	/m/09tbcl_			DJ Dain
Fender Standard Jazz Bass	/m/0c0w444	Fender Jazz Bass		
Vieuxtemps Guarneri	/m/0cmd8d2			
Claviola	/m/08sxbk			
Handbells	/m/0l156s	       Bells		
Slide whistle	/m/0p16q			
Drumitar	/m/06ltnj	Zendrum		Roy Wilfred Wooten
C melody saxophone	/m/074wkp	Saxophone		Joe Lovano
Betts Stradivarius	/m/07_3m6	Violin		
Tenor drum	/m/05dq7k	Percussion,Drum		
Wandering genie	/m/05xcf1			Julian Koster
Embaire	/m/05zr6pv			
Sopranino saxophone	/m/06_65k	Saxophone		James Carter
