name	id	family	variation	instrumentalists
Biwa	/m/02w4bh			Rin'
Arghul	/m/02yw2m			Yusef Lateef
Curtis Organ	/m/0286lr2			
Voice	/m/02t_3k			EfDi Arias,Tiffany Apan,Hilary Duff,José Rodrigo Arango,Dino Soldo,Mayra Alejandra Gomez Rodriguez,Annie McCausland
Txalaparta	/m/03cyhx			
Lowrey organ	/m/04f45zf			
Ibanez	/m/03vk8			Matt Fiddes
Electric instrument	/m/04fpnq			
Fretless guitar	/m/040tnk	Plucked string instrument,Guitar		Jon Sholle,Blackstratblues,Issei Noro,Trey Gunn,Ric Fierabracci
Ghumot	/m/05b1n4s			
Grafton saxophone	/m/04r650	Saxophone		
Spinettone	/m/05zvjs2			
Kora	/m/0492f	Plucked string instrument		N'Faly Kouyate,Mamadou Diabaté,Toumani Diabaté
Dulcian	/m/046dzc	Bassoon		
Morsing	/m/04zwd0			
Dilli Kaval	/m/04f2_2g			
Roneat ek	/m/043p6b1			
Hichiriki	/m/03zdfx			
Bombarde	/m/01kn4h			
Zither	/m/01bns_	Plucked string instrument	Gusli,Appalachian dulcimer,Psaltery	RZA,Laraaji,Simon Tong,Geoff Leigh,Steve Morse,David Lindley
Bonjour Stradivarius	/m/08xgmw			
NS/Stick	/m/09k5j9			Don Schiff
Tar	/m/05by9c	Plucked string instrument		Mohammad-Reza Lotfi,Ilyas Malayev,Hossein Alizadeh,Bijan Kamkar,Dariush Talai
Mizwad	/m/0415v9r			
Khlui phiang aw	/m/0407zgk			
Bedug	/m/0cjj3z			
Morin khuur	/m/01zgpz	Bowed string instruments		
Timpani	/m/011k_j	Classical percussion,Tuned percussion,Percussion		Joe Jackson,Carah Faye Charnow,Joe Walsh,Steve Gadd,Megan Martha White,Dadamndude
Gopuz	/m/03m6m4z			
Gandingan	/m/0bpq28			
Cylinder-back mandolin	/m/05mwg4			
Huiringua	/m/058kzc1			
Oberheim polyphonic	/m/05j48r			
Tihu	/m/05b42bx			
English concertina	/m/05_jw_q	Concertina		Chris Maden,David Coffin,Ken Sweeney,Jeff Warner,Tom Hall
Gogona	/m/02rbjtn			
Korg PadKontrol	/m/02p_v44			
Ajaeng	/m/09tx1g	Bowed string instruments		
Lira da braccio	/m/026hsxb			
Daxophone	/m/026h3w	Idiophone		
Đàn đáy	/m/02qrmds			
Dangjeok	/m/02855kr			
Oboe d'amore	/m/02qv7j	Oboe		Jennifer (Irene) Paull
Ranat thum	/m/0407xsf			
Cimbasso	/m/047xkk	Trombone		
Kaisatsuko	/m/043p0hk			
Tack piano	/m/05nc9k			
Maddale	/m/05f9kd6			
Sac de gemecs	/m/05zl_j4	Bagpipes		
Soprillo	/m/05k6_4	Saxophone		
Orchestrion	/m/05mz2n	Mechanical organ		
Laúd	/m/04gtkv6	Plucked string instrument		
Davul	/m/04bds9			
Yamaha AN1x	/m/04c8n8			
Kemanak	/m/0ck4mn			
Cornett	/m/0d8v2	Wind instrument	Tenor cornett,Bass cornett,Alto Cornett	Dario Castello
Gangsa	/m/06xf4r			
Parsifal bell	/m/07dhns			
Yamaha CS-80	/m/03qjh6			Jorane
Barrel organ	/m/03zqj9	Mechanical organ		
Electronic organ	/m/03xq_f		Hammond organ,Vox Continental	Jean Michel Jarre,Jack White,Keith Jarrett,Demetrio Stratos,Koji Kondo,Peter Tosh,Laza Ristovski,Robert Levon Been,Bob Malone,Junya Nakano,Shoji Meguro,Manfredo Fest,Stephen Bier, Jr.,Lyle Mays,Alex Turner,Ralf Hütter,Masaharu Iwata,Tracy Chapman,Steve Winwood,Mike Ratledge,Hitoshi Sakimoto
Ruan	/m/058tz6	Plucked string instrument		
Simsimiyya	/m/03wbpnl			
Bandora	/m/04n99n	Plucked string instrument		
Phorminx	/m/050yvh			
Dàn tranh	/m/03qfmvh	Plucked string instrument		
Agung	/m/0bp2vk			Cynthia Alexander
Sogeum	/m/0ds6yh			
Kane	/m/0cz4yp			
Kakko	/m/0c_jc2			
Nevel	/m/043kl_c			
Kawala	/m/043m_94			
Subcontrabass flute	/m/06gk9z	Flute (transverse)		
Lirone	/m/06lmp8	Bowed string instruments		
Lijerica	/m/05ljk5			
Horagai	/m/089jwk			
Zubivka	/m/02z6l5s			
Hydraulophone	/m/02w4b3_			
Moog Taurus	/m/03cmfd			Millard Powers,Existence
Zurna	/m/02yvgb			
Five string violin	/m/03c37wp			
Kontigi	/m/0b96mr	Plucked string instrument		
Theremin	/m/07kc_	  Electronic instruments,Electronic keyboard	Electro-Theremin	Garry Schyman,Stoney,Rob Coombes,Simon Neil,Alain Johannes,Jesse Dangerously,Fiona Brice,Deathprod,Wapstan,Page McConnell,Lydia Kavina,Vadim Pruzhanov,Chris Kilmore,John Otway,Charlie Clouser,Eugene Francis Jnr,Jimmy Page,Serj Tankian,Dave Wyndorf,Tyson Ritter,Bruce Woolley,Angelo Moore,Todd Rundgren,Rick Johnson
Boha	/m/05zrt5j	Bagpipes		
Schweizer Sackpfeife	/m/064031y	Bagpipes		
Personal computer	/m/0643t			Michiel van den Bos,Shinji Hosoe,Andrew Sega,Garry Cobain,Sensien,Alexander Brandon,Bert Jerred,Burial,Skream,Jesper Kyd
Oval spinet	/m/02712f0	Harpsichord		
Semi-acoustic guitar	/m/033_df	Guitar,Plucked string instrument		
Violotta	/m/02qsl7	Bowed string instruments		
Nagara	/m/03h1q8v			
Organ	/m/013y1f	Keyboard instrument	Reed organ,Water organ,Wanamaker Organ,Serinette,Pipe organ,Chord organ,Positive organ,Reed organ,Regal,Pump organ	Ludger Lohmann,Benmont Tench,Al Kooper,Jane Jarvis,Felix Hell,Berj Zamkochian,Diane Bish,Nick Harmer,Guy Bovet,David Boe,George C. Baker,Giovanni Battista Sammartini,Klaas Bolt,Shuggie Otis,Olivier Latry,Marc Giacone,Van Dyke Parks,David Briggs,Greg Morris,Twinkie Clark,Gillian Weir,Wayne Marshall,Chester Cathedral,Hans-Ola Ericsson,Alceo Galliera,Harald Vogel,Samuel Wesley,Mark Wardell,Giovanni Picchi,Westminster Cathedral,Alessandro Poglietti,Todd Wilson,Dennis James,Johann Pachelbel,Portsmouth Cathedral,Edgar Winter,Christopher Walla,Lionel Rogg,John Scott,Graziella Concas,Chris Foreman,Jimmy Smith,Gregg Allman,Alexandre Guilmant,Bartolomeo degli Organi,Jeff Mangum,Max Reger,Frederick Swann,Karel Paukert,H. Hugh Bancroft,Daniel Chorzempa,Leo Sowerby,Jevgenija Lisicina,Karl Münchinger,Dizzy Reed,Shorty Long,Francesco Filidei,Charles Tournemire,Brian May,Stefan Engels,Jonny Greenwood,William Henry Harris,Dean Fertita,Russya,Neva Krysteva,Byron Cage,Julius Stockhausen,James Lancelot,Lonnie Smith,Mark Hollis,Guy Whatley,George Thalben-Ball,Elisa,Daron Malakian,William Porter,Evelyn Lim,Jon Lord,Pietro Filippo Scarlatti,Valentin Radu,Gerard Gillen,Clemens Ganz,Bohuslav Matěj Černohorský,Ernst Fischer,Matthew McConnell,Irvin Mayfield,Page McConnell,Alfred R. Gaul,Francesco de Layolle,James David Christie,Arthur Lee,Doug Yule,Kenneth Hughes,Karl Richter,Martin Jean,Andrea Gabrieli,Jean Langlais,Francesco Mancini,M. Shadows,Nobuo Uematsu,Kent Tritle,Brian Jones,Garth Hudson,Fyfe Dangerfield,Gary Jarman,Cletis Carr,Richard Wright,Miles Davis,Jeff Buckley,Helmut Walcha,John Serry, Sr.,Roger Fisher,Carol Williams,Bob van Asperen,Carole Terry,Elvis Costello,Giovanni Legrenzi,Pietro Abbà Cornaglia,César Franck,Kenichiro Fukui,Marco Enrico Bossi,Ralph Downes,Piet Kee,Simon Preston,Tonéx,Giovanni Paolo Cima,Peter Hurford,Mike Garson,Gaston Litaize,Jean Guillou,Marissa Nadler,Charles-Marie Widor,Léo Delibes,Giacomo Fogliano,Jack McDuff,Jennifer Bate,Masanori Mark Christianson,Scott Weiland,Joe Krown,Neil Young,Marcel Dupré,Derek Gruen,Giovanni Battista Pergolesi,Paolo Agostino,Dustin Lanker,Carla Bley,John Scott-Whiteley,Carlo Curley,Antonio Soler,Marco Minnemann,Alan Morrison,Ray Manzarek,Iveta Apkalna,Edward Bairstow,Ian Stewart,Karl Straube,Hans Kotter,Petr Eben,Antonio Lotti,Spooner Oldham,Hans Uwe Hielscher,Peter Baumann,Tom Chaplin,Marie-Claire Alain,Taylor Hicks,Thomas Murray,Carla Kihlstedt,Giovanni Gabrieli,Larry Goldings,Joan Lippincott,Marcus Miller,Billy Preston,Geraint Watkins,Joshua Homme,Tyrone Downie,Amy Lee,Kris Delmhorst,Francisco de Salinas,Kid Rock,Sun Ra,Alain Johannes,Giovanni Pierluigi da Palestrina,Anton LaVey,Brendon Urie,Matthew Bellamy,Jon Laukvik,Jeanne Demessieux,Ian Tracey,Wolfgang Seifen,Steve Winwood,Bill Payne,Terry Burrus,Gustav Leonhardt,Liverpool Cathedral,Olivier Messiaen,Don Airey,Garry Cobain,Ayşegül Abadan,Leonardo Ciampa,Ernst-Ulrich von Kameke,Billy Joel,Robert Cundick,William Harper,David Sanger,Booker T. Jones,Krzysztof Czerwiński,Basil Harwood,Cameron Carpenter,Jimmy Destri,George Harrison,Count Basie,Thomas Whitfield,Carlo Francesco Pollarolo,Richard Purvis,Dennis DeYoung,Edgar Froese,Ben Sidran,Gregory Hillman,Will Boulware,Claudio Merulo,Ken Cowan,David Goode,John Cale,Megan Martha White,Dieter Moebius,Kerry Beaumont,Ronan Murray,Tetsuya Komuro,Virgil Fox,James Biery,Susi Jeans,Carlo Giorgio Garofalo,Jeff Magnum,Omar Rodriguez-Lopez,Don Felder,Ryan Jarman,Arturo Sacchetti,Felix Mendelssohn-Bartholdy,Gloria Parker,Atsuko Hashimoto,Nuno Bettencourt,Gregg Rolie,Sippie Wallace,Randy Rhoads,Rolande Falcinelli,Clive Driskill-Smith,Ben van Oosten,Eddie Layton,Alexander Schreiner,Tim Rishton,Kenneth Gilbert,E. Power Biggs,Jón Þór Birgisson,Haig Mardirosian,James Kendrick Pyne,Barbara Harbach,Gilles Snowcat,Paul Jacobs,Earl Lindo,Maurice Duruflé,Neal Doughty,Richard Ashcroft,Sérgio Britto,Al arsenault,Sylvester Wager,Johann Sebastian Bach,Naji Hakim,Joe Walsh,Chick Corea,Chelsea Chen,Matthew Noonan,George Russell,Giovanni Bernardino Nanino,Hans Davidsson,Andrew Cantrill,Robert Mitchell,Claudio Monteverdi,Boom Gaspar,Stephen Farr,Poul Ruders,Stefano Landi,Bo Diddley,Charlie Wilson,Synyster Gates,Anton Bruckner,T. Tertius Noble,Alexandra Fol,Pete Bardens,Louis Vierne,Buckethead,John Balance,Felix Cavaliere,Ian McLagan,Kevin Bowyer,Jenny Conlee,Girolamo Frescobaldi,Billy Powell,Ringo Starr,Giovanni Paolo Colonna,Gerre Hancock,Samuel Sebastian Wesley,Ryan Ross,Ton Koopman,Joe Arndt,Brett Leighton,Eric Heatherly,Rachel Laurin,Jack White,Martin Neary,Isaiah Ikey Owens,David Price,Gioseppe Caimo,Martin Baker,Josef Seger,Fats Waller,Gerd Zacher,Alice Coltrane,Oskar Merikanto,Christian Dozzler,Rhys 'Spider' Webb,Nicky Hopkins,Maurizio Cazzati,Daniel Roth,Mr. Doctor,Niels Gade,Barry Smith,Karen Clark Sheard,Per Wiberg,Steven Severin,Craig Cramer,Louis Thiry,Verden Allen,Hargus "Pig" Robbins,Pierre Cochereau,Jay Bennett,Sly Stone,Don Shirley,Geoffrey Simon,Martin Peerson,Thomas Trotter,Christopher Herrick,Joseph Byrd,Damon Albarn,Mike Barson,David Higgs,John Longhurst,Daniel E. Gawthrop,Gottfried August Homilius,Joe Jackson,Douglas Major,Anders Lindström
Vielle	/m/01msx9	Bowed string instruments		
Ondes Martenot	/m/01k6_b	Electronic keyboard,  Electronic instruments		Jonny Greenwood
Ocarina	/m/012fqz	Duct flutes		Senmuth,Simon Le Bon
Baron Knoop, ex-Bevan Stradiviarius	/m/03c4945	Violin		
Låtfiol	/m/05t0n0b			
Gaita asturiana	/m/05zkr3t	Bagpipes		
Gaita sanabresa	/m/05zjll6	Bagpipes		
Baryton Guitar	/m/096jmxh			
Solid-body guitar	/m/09dy6y			
Zhuihu	/m/098ck_	Bowed string instruments		
Đàn nhị	/m/0bh574			
Moog Sonic 6	/m/09dp53			
Gemshorn	/m/07b48r			
Soprano sarrusophone	/m/02qg77n	Sarrusophone		
Damaha	/m/0287j_g			
Varitone	/m/09lw6_			
Fender Reggie Hamilton Standard Jazz Bass	/m/0bmk70s	Fender Jazz Bass		
Ravanahatha	/m/04182ff			
Venu	/m/054j8p			
Glong thad	/m/0408y57			
Viola caipira	/m/04w695	Plucked string instrument,Guitar		Zé Ramalho
Orphéal	/m/03qh40q			
Ney-anbān	/m/0415bt4	Bagpipes		
Adufe	/m/02z6xl4			
Yamaha MO	/m/02qzx5h			
Ratchet	/m/02npsp	Percussion		
Dutar	/m/03c3t7	Plucked string instrument		Senmuth
